,Manufacturer,Category,RAM,Operating System,Operating System Version,Weight,TouchScreen,IPS,ppi,CPU Brand,HDD,SDD,GPU Brand,Price (Rupees)
452,HP,Workstation,8,windows,10,2.31  ,0,1,141.21199808219862,Intel Core i7,0,512,Intel,135636.28
453,Lenovo,Notebook,8,windows,10,1.65  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,118924.90000000001
454,Dell,Notebook,8,windows,10,2.36  ,0,0,141.21199808219862,Intel Core i7,1000,128,AMD,86563.18000000001
455,Dell,2 in 1 Convertible,4,windows,10,1.47  ,1,0,135.0942111925629,Other Intel Processor,500,0,Intel,42353.18
456,Dell,Notebook,8,windows,10,4.42  ,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,180907.32
457,Microsoft,Ultrabook,4,windows,0,1.252  ,1,0,200.84255993695703,Other Intel Processor,0,128,Intel,87447.38
458,Microsoft,Ultrabook,8,windows,0,1.25  ,1,0,200.84255993695703,Intel Core i7,0,256,Intel,159067.58000000002
459,HP,Notebook,8,windows,10,2.5  ,0,0,106.11306214269258,Intel Core i3,0,256,Intel,56579.958
460,Acer,Notebook,4,windows,10,2.23  ,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,48100.48
461,Acer,Netbook,4,windows,10,1.4  ,0,0,135.0942111925629,Other Intel Processor,0,128,Intel,38462.700000000004
462,Asus,Notebook,8,windows,10,2.37  ,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,66226.58
463,Lenovo,Notebook,8,Other OS/No OS/Linux,0,1.5  ,0,1,157.3505121487356,Intel Core i7,0,512,AMD,70647.58
464,Lenovo,Notebook,8,windows,10,2.67  ,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,184797.80000000002
465,Asus,Notebook,4,windows,10,2  ,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,26879.68
466,Acer,Notebook,4,windows,10,2.2  ,0,0,100.45466986113651,Intel Core i3,500,0,Nvidia,41468.98
467,Dell,Notebook,8,windows,10,2.02  ,0,0,141.21199808219862,Intel Core i5,2000,0,AMD,67110.78
468,HP,Gaming,12,windows,10,3.78  ,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,150225.58000000002
469,Lenovo,Ultrabook,12,windows,10,1.4  ,0,1,209.8006828649808,Intel Core i7,0,256,Intel,164284.36000000002
470,HP,2 in 1 Convertible,8,windows,10,1.29  ,1,1,331.2642361026012,Intel Core i7,0,512,Intel,176751.58000000002
471,HP,Notebook,8,windows,10,1.9  ,0,0,141.21199808219862,Intel Core i5,500,0,AMD,102036.68000000001
472,Google,Ultrabook,8,Other OS/No OS/Linux,0,1.1  ,1,0,234.50740003017813,Intel Core i5,0,128,Intel,112735.5
473,Dell,Ultrabook,8,windows,10,1.42  ,1,0,165.6321180513006,Intel Core i5,0,256,Intel,162856.377
474,Asus,Notebook,12,windows,10,2.06  ,0,1,282.42399616439724,Intel Core i7,1000,128,Intel,114857.58
475,Dell,Notebook,8,windows,10,1.79  ,0,0,111.93520355955211,Intel Core i3,0,128,Intel,65430.8
476,Dell,Workstation,8,windows,10,1.78  ,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,212915.36000000002
477,Lenovo,Notebook,8,windows,10,1.7  ,0,0,157.3505121487356,Intel Core i5,0,1,Intel,120604.88
478,Dell,Notebook,8,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,59683.5
479,Toshiba,Notebook,8,windows,10,1.05  ,0,1,165.6321180513006,Intel Core i5,0,256,Intel,147838.24
480,Dell,Notebook,8,windows,10,2.16  ,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,111586.04000000001
481,Dell,Notebook,4,windows,10,2.18  ,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,51867.172000000006
482,HP,Notebook,4,windows,10,1.49  ,0,1,165.6321180513006,Intel Core i5,0,128,Intel,64192.92
483,Chuwi,Notebook,4,windows,10,1.89  ,0,0,141.21199808219862,Other Intel Processor,0,0,Intel,22007.738
484,Lenovo,Notebook,4,windows,10,2.3  ,0,0,100.45466986113651,Intel Core i3,0,128,Intel,49957.3
485,Lenovo,Notebook,8,windows,10,1.75  ,0,1,157.3505121487356,Intel Core i5,0,256,Intel,92752.58
486,Dell,Workstation,16,windows,10,2.17  ,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,206725.96
487,Dell,Notebook,16,windows,10,2.06  ,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,167909.58000000002
488,Lenovo,Ultrabook,16,windows,10,1.36  ,0,1,176.23257360658386,Intel Core i7,0,512,Intel,158979.16
489,Asus,Ultrabook,16,windows,10,0.91  ,0,0,176.23257360658386,Intel Core i7,0,512,Intel,172419.0
490,Lenovo,Notebook,8,windows,10,2.3  ,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,89480.15580000001
491,Toshiba,Ultrabook,32,windows,10,1.05  ,1,0,165.6321180513006,Intel Core i7,0,512,Intel,247487.58000000002
492,Asus,Gaming,8,windows,10,1.99  ,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,119367.0
493,Acer,Notebook,8,windows,10,2.2  ,0,0,100.45466986113651,AMD Processor,1000,0,AMD,51195.18
494,Asus,Gaming,24,windows,10,4.33  ,1,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,112204.98
495,Lenovo,Ultrabook,8,windows,10,1.3  ,0,1,125.36742798669837,Intel Core i5,0,1,Intel,97173.58
496,Lenovo,Notebook,8,windows,10,2.17  ,0,0,141.21199808219862,Intel Core i7,0,256,Intel,79480.738
497,HP,Notebook,8,windows,10,1.48  ,0,0,157.3505121487356,Intel Core i7,0,1000,Intel,154646.58000000002
498,Lenovo,Notebook,8,windows,10,1.4  ,0,1,165.6321180513006,Intel Core i3,0,256,Intel,83910.58
499,Lenovo,Notebook,8,windows,10,2.3  ,0,1,141.21199808219862,Intel Core i5,0,256,Intel,80550.62
500,Asus,Netbook,4,windows,0,1.2  ,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,30062.8
501,HP,Notebook,8,windows,10,1.91  ,0,0,100.45466986113651,Intel Core i5,0,256,AMD,54731.0958
502,Lenovo,2 in 1 Convertible,8,windows,10,1.4  ,1,1,158.48253022174808,Intel Core i5,0,256,Intel,141383.58000000002
503,Lenovo,Notebook,4,windows,10,2.1  ,0,0,111.93520355955211,Other Intel Processor,500,0,Intel,26437.58
504,Lenovo,Netbook,4,Other OS/No OS/Linux,0,1.25  ,0,0,135.0942111925629,Other Intel Processor,0,16,Intel,23431.3
505,Lenovo,Notebook,8,windows,10,1.44  ,0,0,165.6321180513006,Intel Core i5,0,256,Intel,83910.58
506,Asus,Notebook,8,windows,10,2  ,0,0,141.21199808219862,Intel Core i7,1000,256,Intel,108226.08
507,Acer,Notebook,4,windows,10,2.2  ,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,54201.46
508,HP,Ultrabook,8,windows,10,1.34  ,0,1,165.6321180513006,Intel Core i7,0,512,Intel,116979.66
509,Lenovo,Gaming,8,Other OS/No OS/Linux,0,2.4  ,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,101594.58
510,Dell,Ultrabook,8,windows,10,1.29  ,1,1,165.6321180513006,Intel Core i5,0,128,Intel,79489.58
511,Acer,Notebook,4,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i7,500,0,Nvidia,56500.380000000005
512,Dell,Notebook,8,windows,10,2.18  ,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,73919.12
513,Dell,Notebook,16,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,107805.2008
514,Xiaomi,Notebook,16,Other OS/No OS/Linux,0,1.95  ,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,123783.57900000001
515,Asus,Netbook,2,windows,10,1.1  ,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,21662.9
516,HP,Notebook,4,windows,10,2.04  ,1,0,100.45466986113651,Intel Core i5,1000,0,Intel,46108.377400000005
517,Asus,Gaming,24,windows,10,2.24  ,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,262430.56
518,HP,Notebook,8,windows,10,2.04  ,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,78605.38
519,Asus,Gaming,16,windows,10,3  ,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,132983.68
520,Lenovo,Gaming,8,windows,10,3.2  ,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,123699.58
521,HP,Ultrabook,8,windows,10,1.32  ,0,1,165.6321180513006,Intel Core i7,0,256,Intel,123699.58
522,Dell,Notebook,8,windows,10,1.64  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,113153.72660000001
523,HP,Notebook,4,windows,10,1.63  ,0,0,100.45466986113651,Intel Core i3,0,128,Intel,60921.380000000005
524,Dell,Notebook,8,Other OS/No OS/Linux,0,2.8  ,0,1,127.33567457123111,Intel Core i5,1000,128,AMD,78605.38
525,Lenovo,Notebook,8,windows,7,2.02  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,118482.8
526,Lenovo,Notebook,4,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,70647.58
527,Lenovo,Notebook,8,Other OS/No OS/Linux,0,2.2  ,0,0,100.45466986113651,Intel Core i3,2000,0,Nvidia,40584.78
528,Dell,Notebook,4,windows,10,2.3  ,0,0,141.21199808219862,Intel Core i5,500,0,AMD,51725.700000000004
529,Dell,Notebook,8,windows,10,1.9  ,0,0,141.21199808219862,Intel Core i5,0,256,Intel,121754.34
530,Dell,Gaming,16,windows,10,4.42  ,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,266389.1234
531,Toshiba,Notebook,8,windows,10,2.0  ,0,1,141.21199808219862,Intel Core i5,500,0,Intel,76041.2
532,Asus,Notebook,8,windows,10,2  ,0,1,282.42399616439724,Intel Core i7,1000,256,Nvidia,114857.58
533,Mediacom,Notebook,4,windows,10,1.2  ,0,1,165.6321180513006,Other Intel Processor,0,32,Intel,32626.98
534,Asus,Gaming,8,windows,10,2.3  ,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,145804.58000000002
535,Dell,Notebook,8,windows,10,1.93  ,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,121046.98
536,Dell,Notebook,8,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i5,0,256,AMD,70506.9922
537,HP,Notebook,4,windows,10,1.86  ,0,0,141.21199808219862,Other Intel Processor,0,256,Intel,35278.6958
538,HP,Gaming,12,windows,10,2.62  ,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,159067.58000000002
539,Lenovo,Notebook,8,windows,10,1.87  ,0,1,157.3505121487356,Intel Core i7,0,256,Nvidia,75952.78
540,Dell,Ultrabook,8,windows,10,1.2  ,1,0,276.053530085501,Intel Core i7,0,256,Intel,123699.58
541,Dell,Notebook,4,windows,10,1.6  ,0,0,157.3505121487356,Intel Core i3,0,128,Intel,65065.625400000004
542,HP,Ultrabook,8,windows,10,1.34  ,0,1,276.053530085501,Intel Core i7,0,256,Intel,101240.90000000001
543,Acer,Gaming,8,Other OS/No OS/Linux,0,2.4  ,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,70559.16
544,Asus,Notebook,4,windows,10,2  ,0,0,100.45466986113651,AMD Processor,500,0,AMD,30858.58
545,HP,Notebook,4,windows,10,2.1  ,0,0,141.21199808219862,Intel Core i3,0,128,Intel,62380.31
546,Lenovo,Notebook,4,windows,10,1.87  ,0,0,157.3505121487356,Intel Core i5,500,0,Intel,69409.7
547,Lenovo,Notebook,4,Other OS/No OS/Linux,0,2.15  ,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,40880.987
548,HP,Notebook,4,windows,10,1.86  ,0,0,141.21199808219862,Intel Core i3,500,0,Intel,35102.74
549,Lenovo,Notebook,8,windows,10,1.99  ,0,1,141.21199808219862,Intel Core i7,0,512,Intel,152878.18
550,Lenovo,Notebook,4,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i3,0,128,Intel,44121.58
551,Dell,Notebook,8,windows,10,1.9  ,0,0,141.21199808219862,Intel Core i5,0,256,Intel,98764.2558
552,Dell,Gaming,16,windows,10,4.42  ,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,238645.58000000002
553,HP,Notebook,8,windows,10,2.65  ,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,48113.743
554,HP,Notebook,8,windows,10,2.63  ,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,113177.6
555,Asus,Notebook,4,Other OS/No OS/Linux,0,2  ,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,19806.08
556,Mediacom,Notebook,4,windows,10,1.35  ,0,1,165.6321180513006,Other Intel Processor,0,0,Intel,22547.100000000002
557,Lenovo,Notebook,6,windows,10,2.8  ,0,0,106.11306214269258,Intel Core i7,1000,128,Nvidia,83910.58
558,HP,Notebook,6,windows,10,1.91  ,0,1,141.21199808219862,AMD Processor,0,128,AMD,50302.138
559,Dell,Notebook,4,windows,10,2.18  ,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,54634.718
560,Acer,2 in 1 Convertible,4,windows,10,1.25  ,1,1,189.90579052433606,Other Intel Processor,0,0,Intel,30858.58
561,Lenovo,Notebook,4,windows,10,2.05  ,0,0,141.21199808219862,Intel Core i3,0,128,Intel,55704.6
562,HP,Ultrabook,16,windows,10,1.16  ,1,1,276.053530085501,Other Intel Processor,0,512,Intel,173745.30000000002
563,Lenovo,Notebook,8,windows,10,3.4  ,0,1,127.33567457123111,Intel Core i7,0,256,Nvidia,265171.58
564,Asus,Notebook,8,windows,10,2.5  ,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,74184.38
565,Dell,Ultrabook,8,windows,10,1.21  ,1,1,331.2642361026012,Intel Core i5,0,128,Intel,141383.58000000002
566,Dell,Notebook,4,windows,10,1.93  ,0,0,100.45466986113651,Intel Core i5,500,0,Intel,84794.78
567,Fujitsu,Notebook,8,windows,10,2.2  ,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,65342.380000000005
568,Lenovo,Notebook,4,windows,10,2.2  ,0,0,141.21199808219862,Other Intel Processor,500,0,Intel,30416.48
569,Lenovo,Notebook,4,windows,10,2.02  ,0,0,111.93520355955211,Intel Core i5,500,0,Intel,87535.8
570,HP,Workstation,8,windows,10,3.14  ,0,0,106.11306214269258,Intel Core i5,500,0,Nvidia,164548.7358
571,HP,Notebook,8,windows,10,1.94  ,0,0,111.93520355955211,Other Intel Processor,2000,0,Intel,34395.38
572,HP,Notebook,6,windows,10,1.95  ,0,1,141.21199808219862,AMD Processor,0,256,AMD,57384.58
573,Lenovo,Notebook,8,windows,10,2.3  ,0,0,141.21199808219862,Intel Core i5,0,256,Intel,73388.6
574,Lenovo,Notebook,4,windows,10,2.05  ,0,0,141.21199808219862,Intel Core i5,500,0,Intel,60567.700000000004
575,Mediacom,Notebook,4,windows,10,1.4  ,0,0,157.3505121487356,Other Intel Processor,0,32,Intel,22016.58
576,Toshiba,Ultrabook,16,windows,10,1.24  ,1,0,157.3505121487356,Intel Core i7,0,512,Intel,164903.30000000002
577,Lenovo,Gaming,32,windows,10,4.6  ,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,235462.46
578,MSI,Gaming,16,windows,10,4.14  ,0,0,127.33567457123111,Intel Core i7,1000,512,Nvidia,241298.18
579,Dell,Notebook,8,Other OS/No OS/Linux,0,2.2  ,0,0,141.21199808219862,Intel Core i7,0,256,AMD,66227.4642
580,Mediacom,Notebook,4,windows,10,1.45  ,0,1,157.3505121487356,Other Intel Processor,0,32,Intel,34395.38
581,Dell,Notebook,8,windows,10,1.9  ,0,0,100.45466986113651,Intel Core i5,500,0,Intel,89173.3384
582,HP,Notebook,4,windows,10,1.49  ,0,0,165.6321180513006,Intel Core i3,0,128,Intel,63573.98
583,Dell,Notebook,16,windows,10,1.93  ,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,135936.02380000002
584,Dell,Netbook,4,Other OS/No OS/Linux,0,1.26  ,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,26083.9
585,MSI,Gaming,16,windows,10,4.5  ,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,207698.58000000002
586,HP,Gaming,16,windows,10,3.78  ,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,132453.16
587,Lenovo,Ultrabook,12,windows,10,1.4  ,0,1,157.3505121487356,Intel Core i7,0,256,Intel,147926.66
588,Lenovo,Notebook,12,windows,10,2.2  ,1,0,100.45466986113651,Intel Core i7,1000,0,Intel,53847.78
589,Asus,Gaming,8,windows,10,2.73  ,0,1,127.33567457123111,Intel Core i5,1000,128,Nvidia,156503.4
590,Asus,2 in 1 Convertible,8,windows,10,2.2  ,1,0,100.45466986113651,Intel Core i5,1000,0,Intel,65342.380000000005
591,Lenovo,Notebook,12,windows,10,2.2  ,0,0,141.21199808219862,AMD Processor,0,512,AMD,83910.58
592,Dell,2 in 1 Convertible,4,windows,10,1.39  ,1,0,135.0942111925629,Other Intel Processor,0,128,Intel,53317.26
593,Samsung,Notebook,16,windows,10,2.5  ,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,150225.58000000002
594,Lenovo,Notebook,4,Other OS/No OS/Linux,0,2.8  ,0,0,127.33567457123111,Intel Core i3,500,0,Intel,46774.18
595,Lenovo,Notebook,8,windows,10,2.29  ,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,40584.78
596,Lenovo,2 in 1 Convertible,8,windows,10,1.37  ,1,1,165.6321180513006,Intel Core i7,0,512,Intel,179050.5
597,Lenovo,Notebook,8,windows,10,1.7  ,0,1,157.3505121487356,Intel Core i5,0,256,Intel,130331.08
598,Dell,2 in 1 Convertible,8,windows,10,1.34  ,1,0,176.23257360658386,Intel Core i5,0,256,Intel,147661.4
599,Dell,Workstation,8,windows,10,2.06  ,1,0,141.21199808219862,Intel Core i7,0,256,Nvidia,155884.46
600,HP,Notebook,8,windows,10,1.84  ,0,0,141.21199808219862,Intel Core i7,0,256,Intel,107783.98
601,HP,Notebook,4,windows,10,2.1  ,0,0,100.45466986113651,Intel Core i3,500,0,Intel,59107.0016
602,Acer,Notebook,4,windows,10,1.6  ,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,29090.18
603,MSI,Gaming,16,windows,10,4.14  ,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,194435.58000000002
604,Dell,Notebook,4,Other OS/No OS/Linux,0,2.18  ,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,41115.3
605,MSI,Gaming,16,windows,10,1.8  ,0,0,282.42399616439724,Intel Core i7,2000,256,Nvidia,203277.58000000002
606,Toshiba,Notebook,8,windows,10,2.2  ,0,1,141.21199808219862,Intel Core i7,0,256,Intel,123699.58
607,Lenovo,Notebook,6,windows,10,2.4  ,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,49868.88
608,Lenovo,2 in 1 Convertible,8,windows,10,2  ,1,1,141.21199808219862,Intel Core i7,0,256,Intel,114857.58
609,Acer,Notebook,4,windows,10,1.6  ,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,30858.58
610,Lenovo,Notebook,32,windows,10,2.5  ,0,1,282.42399616439724,Other Intel Processor,0,1000,Nvidia,433169.58
611,Dell,Gaming,16,windows,10,2.59  ,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,77722.0642
612,Dell,Notebook,4,Other OS/No OS/Linux,0,2.18  ,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,39249.638
613,Dell,Notebook,4,Other OS/No OS/Linux,0,2.25  ,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,31742.78
614,Dell,Notebook,4,Other OS/No OS/Linux,0,1.93  ,0,0,100.45466986113651,Intel Core i5,500,0,Intel,76836.98
615,Asus,Gaming,8,windows,10,3  ,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,103274.56
616,Dell,Notebook,4,Other OS/No OS/Linux,0,2.18  ,0,0,141.21199808219862,Intel Core i5,0,128,AMD,50310.98
617,HP,Ultrabook,8,windows,10,1.84  ,0,0,141.21199808219862,Intel Core i7,0,512,Intel,122815.38
618,MSI,Gaming,16,windows,10,2.94  ,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,200524.18120000002
619,Acer,2 in 1 Convertible,4,Other OS/No OS/Linux,0,1.25  ,1,1,135.0942111925629,Other Intel Processor,0,0,Intel,33511.18
620,HP,Notebook,8,windows,10,2.31  ,0,0,111.93520355955211,Intel Core i5,0,256,Intel,99384.08
621,Lenovo,Notebook,8,windows,7,1.65  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,129535.3
622,Dell,Notebook,4,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,68613.92
623,Fujitsu,Notebook,8,windows,10,2.2  ,0,0,100.45466986113651,Intel Core i5,0,256,Intel,70647.58
624,HP,Notebook,4,windows,7,1.88  ,0,0,100.45466986113651,Intel Core i5,500,0,Intel,82407.44
625,Lenovo,Notebook,8,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,79489.58
626,Mediacom,Notebook,2,windows,10,1.4  ,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,21132.38
627,Lenovo,Notebook,4,Other OS/No OS/Linux,0,2.2  ,0,0,141.21199808219862,Intel Core i5,0,128,Intel,41380.56
628,Asus,2 in 1 Convertible,6,windows,10,1.5  ,1,0,165.6321180513006,Intel Core i5,1000,0,Intel,56501.2642
629,Dell,Notebook,8,windows,10,2  ,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,160924.4
630,Asus,Ultrabook,16,windows,10,1.1  ,0,0,157.3505121487356,Intel Core i7,0,512,Intel,167998.0
631,Dell,Gaming,16,windows,10,2.62  ,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,130773.18000000001
632,Lenovo,Notebook,4,windows,10,1.8  ,0,0,141.21199808219862,Intel Core i5,0,256,Intel,73300.18000000001
633,Lenovo,Notebook,4,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,51195.18
634,Asus,Notebook,8,windows,10,2  ,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,35279.58
635,Asus,Notebook,8,windows,10,1.99  ,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,80163.3404
636,Dell,Ultrabook,8,windows,10,1.23  ,1,0,276.053530085501,Intel Core i5,0,256,Intel,165256.98
637,Lenovo,Notebook,2,windows,10,1.42  ,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,22016.58
638,Lenovo,2 in 1 Convertible,8,windows,10,1.37  ,1,1,165.6321180513006,Intel Core i7,0,256,Intel,155391.07640000002
639,Dell,Notebook,16,windows,10,2.06  ,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia,212119.58000000002
640,Lenovo,Gaming,8,windows,10,2.5  ,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,98057.78
641,HP,Notebook,8,windows,10,2.6  ,0,0,107.98564559226952,AMD Processor,1000,0,AMD,46057.977999999996
642,Lenovo,Ultrabook,16,windows,10,1.14  ,0,1,157.3505121487356,Intel Core i7,0,512,Intel,216629.0
643,Asus,Gaming,8,Other OS/No OS/Linux,0,2.5  ,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,103362.98
644,Acer,Notebook,4,windows,10,2.4  ,0,0,100.45466986113651,Intel Core i3,500,0,Intel,39789.0
645,Lenovo,Notebook,4,windows,10,1.43  ,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,24227.08
646,Acer,Ultrabook,8,windows,10,1.8  ,0,1,157.3505121487356,Intel Core i5,0,256,Intel,81257.98
647,Razer,Gaming,16,windows,10,1.95  ,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia,229803.58000000002
648,Toshiba,Notebook,8,windows,10,1.2  ,0,0,165.6321180513006,Intel Core i5,0,256,Intel,107253.46
649,Lenovo,Ultrabook,8,windows,10,1.36  ,0,1,176.23257360658386,Intel Core i7,0,256,Intel,140057.28
650,Asus,Gaming,32,windows,10,3.8  ,0,1,127.33567457123111,Intel Core i7,0,512,Nvidia,247487.58000000002
651,Acer,Gaming,8,Other OS/No OS/Linux,0,2.4  ,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,62689.78
652,Dell,Ultrabook,8,windows,10,1.2  ,0,0,165.6321180513006,Intel Core i5,0,256,Intel,128200.15800000001
653,MSI,Gaming,8,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,105378.95599999999
654,HP,Notebook,4,Other OS/No OS/Linux,0,1.86  ,0,0,100.45466986113651,Intel Core i3,500,0,Intel,32264.458
655,Toshiba,Notebook,8,windows,10,2.0  ,0,1,141.21199808219862,Intel Core i5,500,0,Intel,94078.88
656,Dell,Notebook,8,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i7,0,256,AMD,81257.98
657,Dell,Notebook,16,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,100356.7
658,Lenovo,Gaming,8,windows,10,3.31  ,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,105750.32
659,Dell,Gaming,32,windows,10,4.42  ,0,1,254.67134914246222,Intel Core i7,1000,512,Nvidia,278290.4554
660,Dell,Notebook,8,windows,10,1.56  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,108668.18000000001
661,Lenovo,Notebook,4,windows,10,2.2  ,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,37047.98
662,Lenovo,Notebook,4,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i5,500,0,Intel,47304.700000000004
663,HP,Notebook,6,windows,10,2.04  ,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,47658.38
664,MSI,Gaming,8,windows,10,2.7  ,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,131460.2034
665,Toshiba,Notebook,4,windows,10,2.1  ,0,0,100.45466986113651,Intel Core i3,0,128,Intel,44033.16
666,Dell,Notebook,8,windows,10,2.06  ,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,84441.1
667,HP,Notebook,8,windows,10,2.1  ,0,0,141.21199808219862,Intel Core i7,1000,0,AMD,65872.9
668,Toshiba,Notebook,8,windows,10,2.0  ,0,1,141.21199808219862,Intel Core i5,0,256,Intel,111232.36
669,Acer,Notebook,4,Other OS/No OS/Linux,0,2.1  ,0,0,100.45466986113651,Intel Core i3,0,128,Intel,36429.04
670,Microsoft,Ultrabook,8,windows,0,1.252  ,1,0,200.84255993695703,Intel Core i7,0,256,Intel,165155.297
671,Lenovo,Notebook,8,windows,10,1.90  ,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,72323.13900000001
672,Lenovo,2 in 1 Convertible,8,windows,10,1.3  ,1,1,165.6321180513006,Intel Core i5,0,256,Intel,91426.28
673,Lenovo,Notebook,4,windows,10,2.2  ,0,0,100.45466986113651,AMD Processor,0,128,AMD,30858.58
674,HP,2 in 1 Convertible,4,windows,10,1.63  ,1,1,157.3505121487356,Intel Core i3,0,128,Nvidia,61805.58
675,MSI,Gaming,16,windows,10,2.4  ,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,114415.48
676,Asus,Ultrabook,8,windows,10,1.1  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,100356.7
677,HP,2 in 1 Convertible,8,Other OS/No OS/Linux,0,1.4  ,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,43767.9
678,LG,Ultrabook,8,windows,10,1.09  ,0,1,141.21199808219862,Intel Core i7,0,512,Intel,203277.58000000002
679,Acer,Gaming,16,windows,10,2.5  ,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,114857.58
